date,word,jumbles
2022-10-06 15:53:00,mister,"['timers', 'merits', 'remits']"
2022-10-07 02:07:00,boney,['ebony']
2022-10-07 02:07:00,stag,['tags']
2022-10-08 13:56:00,satin,"['stain', 'saint']"
2022-10-08 13:56:00,breast,"['barest', 'baster']"
2022-10-08 13:56:00,harems,"['masher', 'shmear', 'shamer']"
2022-10-09 22:37:00,media,['aimed']
2022-10-09 22:37:00,karela,['kerala']
2022-10-11 12:35:00,chisel,"['chiles', 'liches']"
2022-10-11 12:35:00,stores,"['tosser', 'retoss', 'sorest']"
2022-10-11 12:35:00,bingo,['boing']
2022-10-11 12:35:00,tardy,['darty']
2022-10-12 11:30:00,gore,"['ogre', 'ergo']"
2022-10-17 12:47:00,socal,"['coals', 'colas']"
2022-10-17 12:47:00,arming,['margin']
2022-10-17 12:47:00,chagrin,['arching']
2022-10-17 12:47:00,design,"['signed', 'singed']"
2022-10-17 12:47:00,cómics,['cosmic']
2022-10-18 22:14:00,citadel,"['dialect', 'edictal']"
2022-10-19 10:23:00,shader,['shared']
2022-10-19 10:23:00,adores,"['soared', 'sarode(like the last name)']"
2022-10-19 10:23:00,midterm,['trimmed']
2022-10-19 10:23:00,skid,['kids']
2022-10-19 10:23:00,tend,['dent']
2022-10-21 13:19:00,stupor,['sprout']
2022-10-23 12:25:00,steward,['strawed']
2022-10-23 12:25:00,spread,"['drapes', 'spared', 'parsed', 'rasped']"
2022-10-23 12:25:00,bro,"['rob', 'orb']"
2022-10-23 12:25:00,pain,['pains']
2022-10-23 12:25:00,robe,['bore']
2022-10-23 12:25:00,dispel,['lisped']
2022-10-23 12:25:00,merit,"['timer', 'remit']"
2022-10-24 16:38:00,gremlin,['mingler']
2022-10-24 16:38:00,nearpod,"['operand', 'aproned']"
2022-10-26 17:21:00,sachet,"['cheats', 'chaste']"
2022-10-26 17:21:00,gaps,['gasp']
2022-10-26 17:21:00,ripples,['slipper']
2022-10-26 17:21:00,bag,['gab']
2022-10-27 02:56:00,censor,['crones']
2022-10-27 02:56:00,prose,"['poser', 'ropes', 'pores', 'spore']"
2022-10-28 01:32:00,could,['cloud']
2022-10-28 01:32:00,posted,['depots']
2022-10-28 01:32:00,pesto,['poets']
2022-10-28 01:32:00,udons,['sound']
2022-10-28 01:32:00,tired,['tried']
2022-10-29 12:41:00,naomi,['amino']
2022-10-29 12:41:00,food,['doof']
2022-10-29 12:41:00,indies,['inside']
2022-10-30 02:29:00,fist,"['fits', 'sift']"
2022-10-31 12:06:00,instead,"['stained', 'detains']"
2022-10-31 12:06:00,delight,['lighted']
2022-10-31 12:06:00,wreath,"['thawer', 'rethaw']"
2022-11-01 20:33:00,pursued,"['usurped', 'purdues']"
2022-11-02 22:33:00,surname,"['manures', 'ramunes']"
2022-11-02 22:33:00,brocade,['barcode']
2022-11-03 20:51:00,beta,['beat']
2022-11-03 20:51:00,begin,"['being', 'binge']"
2022-11-04 17:42:00,ethos,['those']
2022-11-06 18:20:00,terrain,['trainer']
2022-11-06 18:20:00,terrains,"['trainers', 'restrain', 'strainer']"
2022-11-06 18:20:00,bastion,"['obtains', 'bonitas']"
2022-11-06 18:20:00,bernard,['rebrand']
2022-11-07 12:17:00,islam,['mails']
2022-11-07 12:17:00,opus,['soup']
2022-11-07 12:17:00,ranger,['garner']
2022-11-07 12:17:00,gyro,"['orgy', 'gory']"
2022-11-08 17:24:00,heir,['hire']
2022-11-08 17:24:00,scalp,"['claps', 'clasp']"
2022-11-08 17:24:00,rise,"['eris (the dwarf planet)', 'sire', 'ires']"
2022-11-09 02:00:00,pedals,"['lapsed', 'pleads']"
2022-11-09 02:00:00,pedal,"['plead', 'paled']"
2022-11-09 02:00:00,vast,['vats']
2022-11-09 02:00:00,minerals,['mislearn']
2022-11-10 12:45:00,does,"['odes', 'dose']"
2022-11-12 02:43:00,droplet,['pretold']
2022-11-12 02:43:00,psalm,['palms']
2022-11-12 02:43:00,cellar,"['caller', 'recall']"
2022-11-12 02:43:00,bud,['dub']
2022-11-13 01:09:00,idols,['solid']
2022-11-13 01:09:00,roots,"['torso', 'roost']"
2022-11-13 01:09:00,preamp,['pamper']
2022-11-14 14:18:00,tender,['rented']
2022-11-15 12:42:00,solemn,"['lemons', 'melons']"
2022-11-17 02:26:00,deltas,"['salted', 'lasted', 'staled', 'desalt', 'slated']"
2022-11-17 02:26:00,resin,"['risen', 'rinse', 'siren', 'reins']"
2022-11-18 20:31:00,parsley,"['players', 'replays', 'sparely']"
2022-11-20 15:02:00,escape,['peaces']
2022-11-21 13:22:00,senegal,['angeles']
2022-11-22 12:47:00,notes,"['tones', 'stone', 'onset']"
2022-11-23 12:02:00,pinned a message,['5. asce']
2022-11-23 12:02:00,"|enacts, secant, stance||",['6. weld']
2022-11-24 17:26:00,slump,"['lumps', 'plums']"
2022-11-24 17:26:00,plum,['lump']
2022-11-24 17:26:00,seminar,"['marines', 'remains']"
2022-11-26 19:17:00,starve,"['averts', 'vaster']"
2022-11-26 19:17:00,dreads,"['sadder', 'adders', 'readds']"
2022-12-01 11:34:00,palsy,"['splay', 'plays']"
2022-12-01 11:34:00,signet,"['ingest', 'tinges']"
2022-12-08 21:59:00,them,['meth']
2022-12-08 21:59:00,vein,['vine']
2022-12-09 14:06:00,bugle,['bulge']
2022-12-09 14:06:00,china,['chain']
2022-12-09 14:06:00,lighten,['enlight']
2022-12-09 14:06:00,tedious,['outside']
2022-12-12 19:18:00,gurgles,['slugger']
2022-12-12 19:18:00,melts,['smelt']
2022-12-12 19:18:00,phrase,"['phaser', 'shaper']"
2022-12-14 10:30:00,unclear,['nuclear']
2022-12-15 11:51:00,deviates,['sedative']
2022-12-19 12:11:00,harden,['hander']
2022-12-20 14:39:00,overt 😈,"['trove', 'voter']"
2022-12-21 21:09:00,taxes,['texas']
2022-12-22 01:35:00,rockets,"['restock', 'stocker']"
2022-12-22 01:35:00,surge,['urges']
2022-12-22 01:35:00,nectar,"['recant', 'trance']"
2022-12-23 12:47:00,wipes,['swipe']
2022-12-23 12:47:00,slime,"['limes', 'miles', 'smile']"
2022-12-23 12:47:00,plies,['piles']
2022-12-23 12:47:00,stroll,['trolls']
2022-12-23 12:47:00,stoner,"['tenors', 'toners']"
2022-12-23 12:47:00,spas,['pass']
2022-12-23 12:47:00,spin,"['pins', 'nips']"
2022-12-23 12:47:00,spill,['pills']
2022-12-23 12:47:00,poet,['tope']
2022-12-23 12:47:00,still,['tills']
2022-12-23 12:47:00,stim,"['mits', 'mist']"
2022-12-23 12:47:00,stick,['ticks']
2022-12-23 12:47:00,gif,['fig']
2022-12-23 12:47:00,posh,"['shop', 'hops']"
2022-12-24 19:42:00,perverse,['preserve']
2022-12-24 19:42:00,snag,"['nags', 'sang']"
2022-12-25 03:17:00,such,['cuhs']
2022-12-25 03:17:00,voila,['viola']
2022-12-25 03:17:00,squatter,['quartets']
2022-12-25 03:17:00,coiled,['docile']
2022-12-26 22:08:00,waste,['sweat']
2022-12-27 16:58:00,mole,['elmo']
2022-12-27 16:58:00,mile,['lime']
2022-12-27 16:58:00,centroid,['doctrine']
2022-12-28 17:03:00,hurdle,['hurled']
2022-12-28 17:03:00,dagger,['ragged']
2022-12-28 17:03:00,hoots,"['shoot', 'sooth']"
2022-12-29 12:15:00,reigns,"['resign', 'signer', 'singer']"
2022-12-29 12:15:00,askew,['wakes']
2022-12-29 12:15:00,borne,['boner']
2022-12-29 12:15:00,indent,"['intend', 'tinned']"
2022-12-29 12:15:00,herds,['shred']
2022-12-29 12:15:00,memories,['memorise']
2022-12-29 12:15:00,pesty,['types']
2022-12-29 12:15:00,shrine,['shiner']
2022-12-29 12:15:00,nape,['pane']
2022-12-29 12:15:00,isomers,['mossier']
2022-12-29 12:15:00,turrets,['truster']
2022-12-29 12:15:00,sword,['words']
2022-12-29 12:15:00,nurse,['runes']
2022-12-29 12:15:00,under,['nuder']
2022-12-29 12:15:00,loyal,['alloy']
2022-12-29 12:15:00,plaster,['stapler']
2022-12-29 12:15:00,staple,"['pleats', 'plates', 'pastel', 'palest', 'septal']"
2022-12-29 12:15:00,crams,['scram']
2022-12-29 12:15:00,kits,['skit']
2022-12-29 12:15:00,bid,['dib']
2022-12-29 12:15:00,runt,['turn']
2022-12-29 12:15:00,bake,['beak']
2022-12-29 12:15:00,race,"['care', 'acer']"
2022-12-29 12:15:00,dawdle,['waddle']
2022-12-30 01:08:00,wand,['dawn']
2023-01-01 22:37:00,equals,['squeal']
2023-01-04 17:12:00,nodes,['nosed']
2023-01-05 12:52:00,prod,['drop']
2023-01-05 12:52:00,rescind,"['cinders', 'discern']"
2023-01-06 12:58:00,each,['ache']
2023-01-07 18:33:00,misled,"['smiled', 'slimed']"
2023-01-07 18:33:00,similes,['missile']
2023-01-09 19:53:00,biased,['abides']
2023-01-09 19:53:00,bosom,"['booms', 'moobs 🤤']"
2023-01-09 19:53:00,braised,"['sidebar', 'seabird', 'abiders']"
2023-01-09 19:53:00,taoism,['maoist']
2023-01-10 18:35:00,elects,['select']
2023-01-10 18:35:00,taverns,['servant']
2023-01-10 18:35:00,threat,['hatter']
2023-01-11 02:26:00,ashore,['hoarse']
2023-01-11 02:26:00,haste,"['heats', 'hates']"
2023-01-15 12:26:00,wallows,['swallow']
2023-01-15 12:26:00,creditor,['director']
2023-01-15 12:26:00,cusp,['cups']
2023-01-15 12:26:00,rowdy,"['wordy', 'dowry']"
2023-01-16 01:37:00,transient,['intranets']
2023-01-19 02:16:00,careless,['rescales']
2023-01-19 02:16:00,sardine,['sandier']
2023-01-19 02:16:00,sardines,['aridness']
2023-01-20 17:39:00,omen,['nemo']
2023-01-21 12:21:00,senator,"['treason', 'aternos', 'atoners']"
2023-01-21 12:21:00,ornate,['atoner']
2023-01-21 12:21:00,alsa,['basal']
2023-01-21 12:21:00,complies,['compiles']
2023-01-21 12:21:00,garnish,['sharing']
2023-01-21 12:21:00,praline,['plainer']
2023-01-21 12:21:00,needs,"['dense', 'deens']"
2023-01-21 12:21:00,peered,['deeper']
2023-01-21 12:21:00,stint,['tints']
2023-01-21 12:21:00,sorting,['storing']
2023-01-21 12:21:00,herself,['flesher']
2023-01-22 12:08:00,saunter,['natures']
2023-01-22 12:08:00,sparse,"['passer', 'repass', 'spears', 'spares', 'aspers', 'parses']"
2023-01-22 12:08:00,u-boat,['about']
2023-01-22 12:08:00,feel,['flee']
2023-01-23 12:31:00,adrish,['radish']
2023-01-23 12:31:00,earliest,"['realities', 'ateliers']"
2023-01-23 12:31:00,years,"['sayer', 'eyras', 'resay']"
2023-01-23 12:31:00,eyra,['year']
2023-01-23 12:31:00,earthy,['hearty']
2023-01-23 12:31:00,martian,['tamarin']
2023-01-23 12:31:00,scent,['cents']
2023-01-23 12:31:00,boulder,['doubler']
2023-01-24 20:53:00,able,['bale']
2023-01-26 14:00:00,ordeal,"['loader', 'reload']"
2023-01-26 14:00:00,grade,"['raged', 'garde']"
2023-01-28 22:32:00,meddle,['melded']
2023-01-29 22:25:00,trouser,['routers']
2023-01-30 19:57:00,dread,"['dared', 'readd', 'adder']"
2023-01-30 19:57:00,abled,"['blade', 'baled']"
2023-01-30 19:57:00,burden,"['burned', 'unbred']"
2023-01-30 19:57:00,worsen,"['reowns', 'rowens', 'resown']"
2023-01-31 12:47:00,serfdom,['deforms']
2023-02-03 17:06:00,debuts,['busted']
2023-02-03 17:06:00,creator,['reactor']
2023-02-04 17:54:00,intro,['nitro']
2023-02-05 20:26:00,inner,['niner']
2023-02-05 20:26:00,bagger,['beggar']
2023-02-06 10:30:00,latter,['rattle']
2023-02-07 19:12:00,sestet,['testes']
2023-02-07 19:12:00,slumber,"['lumbers', 'rumbles']"
2023-02-09 14:10:00,zelda,['lazed']
2023-02-12 19:05:00,ascend,['dances']
2023-02-16 13:51:00,ploy,['poly']
2023-02-17 02:29:00,clouts,['locust']
2023-02-19 13:23:00,empathic,['emphatic']
2023-02-20 11:02:00,sunblock,['unblocks']
2023-02-23 15:52:00,told,['dolt']
2023-02-26 20:04:00,deduces,['seduced']
2023-03-01 01:37:00,duties,['stuied']
2023-03-02 17:25:00,braking,['barking']
2023-03-05 14:56:00,lobster,['bolster']
2023-03-05 14:56:00,lucid,"['ludic', 'diluc (from jenshin)']"
2023-03-07 17:10:00,elastic,"['latices', 'laciest']"
2023-03-11 14:57:00,preset,['pester']
2023-03-15 18:00:00,vote,['veto']
2023-03-21 13:46:00,tetris,['sitter']
2023-03-25 15:42:00,warble,['bawler']
2023-04-05 14:13:00,trespass,['sparsest']
2023-04-05 14:13:00,tires,"['rites', 'tries']"
2023-04-05 14:13:00,sterling,"['ringlets', 'tinglers']"
2023-04-09 20:24:00,foster,"['forest', 'fortes']"
2023-04-09 20:24:00,snatch,['chants']
2023-04-17 12:32:00,niches,['inches']
2023-04-29 14:51:00,keshi,['hikes']
2023-05-01 21:01:00,inertias,['rainiest']
2023-05-02 18:28:00,clipper,['cripple']
2023-05-02 18:28:00,moira,['mario']
2023-05-05 18:50:00,mowry,['wormy']
2023-05-10 17:23:00,donate,['atoned']
2023-05-16 15:58:00,depend,['pended']
2023-05-16 15:58:00,seven,['evens']
2023-05-17 11:55:00,boredom,"['bedroom', 'broomed']"
2023-05-17 11:55:00,amuses,['assume']
2023-05-17 11:55:00,earnest,"['eastern', 'nearest']"
2023-05-17 11:55:00,pantries,"['painters', 'pertains', 'repaints']"
2023-05-17 11:55:00,knits,"['stink', 'tinks']"
2023-05-17 11:55:00,diabetes,['beadiest']
2023-05-18 18:55:00,unrest,['tuners']
2023-05-19 01:38:00,remark,['marker']
2023-05-19 01:38:00,selector,"['electors', 'electros']"
2023-05-23 12:47:00,sumedh,['mushed']
2023-05-24 15:59:00,sari,['airs']
2023-05-25 19:16:00,cries,['rices']
2023-05-26 12:03:00,sahil,['hails']
2023-05-26 12:03:00,wong,['gown']
2023-05-26 12:03:00,copable,['placebo']
2023-05-27 13:14:00,cigar,['craig']
2023-05-27 13:14:00,exalt,['latex']
2023-05-27 13:14:00,defer,['freed']
2023-05-27 13:14:00,ones,"['eons', 'nose', 'neos']"
2023-05-27 13:14:00,logan,['along']
2023-05-27 13:14:00,saliva,['avails']
2023-05-27 13:14:00,lemon,['melon']
2023-05-27 13:14:00,case,['aces']
2023-05-27 13:14:00,indeed,['denied']
2023-05-27 13:14:00,stucco,['scouts']
2023-05-27 13:14:00,selves,['vessel']
2023-05-28 16:52:00,testcase,['cassette']
2023-05-28 16:52:00,brainy,['binary']
2023-05-28 16:52:00,desire,['reside']
2023-05-28 16:52:00,norse,['snore']
2023-05-28 16:52:00,rustic,['citrus']
2023-05-29 11:32:00,insane,['sienna']
2023-05-29 11:32:00,proton,['pronto']
2023-05-30 11:57:00,check-in,['chicken']
2023-06-03 18:02:00,opp,['pop']
2023-06-03 18:02:00,pictures,['piecrust']
2023-06-05 13:28:00,diverts,['strived']
2023-06-05 13:28:00,gadget,['tagged']
2023-06-05 13:28:00,lever,['revel']
2023-06-05 13:28:00,truest,['utters']
2023-06-05 13:28:00,steady,['stayed']
2023-06-06 13:25:00,scramble,['clambers']
2023-06-08 12:25:00,poodle,['looped']
2023-06-10 15:38:00,adhere,['header']
2023-06-10 15:38:00,hydrate,['thready']
2023-06-11 22:29:00,boast,['boats']
2023-06-12 16:19:00,vowels,['wolves']
2023-06-14 02:46:00,conan,['canon']
2023-06-15 17:37:00,shape,"['phase', 'heaps']"
2023-06-19 13:18:00,oman,['moan']
2023-06-19 13:18:00,abyss,['bassy']
2023-06-20 13:44:00,nya,"['any', 'nay', 'yan']"
2023-06-20 13:44:00,cola,['coal']
2023-06-20 13:44:00,enrich,"['richen', 'incher']"
2023-06-20 13:44:00,splendid,['spindled']
2023-06-20 13:44:00,lopper,['propel']
2023-06-21 18:39:00,retina,['retain']
2023-06-21 18:39:00,retinas,"['retains', 'nastier', 'stainer', 'restain']"
2023-06-21 18:39:00,cornea,['canoer']
2023-06-21 18:39:00,corneas,"['canoers', 'narcose']"
2023-06-24 02:02:00,rabid,['braid']
2023-06-24 02:02:00,troupe,['pouter']
2023-06-24 02:02:00,towels,"['lowest', 'owlets']"
2023-06-28 13:06:00,paroles,['reposal']
2023-06-29 12:01:00,posture,"['troupes', 'spouter', 'pouters', 'petrous']"
2023-07-01 03:18:00,seeing,['genies']
2023-07-01 03:18:00,signees,['genesis']
2023-07-04 01:03:00,hypno,['phony']
2023-07-06 13:57:00,sleuth,['hustle']
2023-07-06 13:57:00,huts,"['thus', 'shut']"
2023-07-06 13:57:00,samples,"['mapless', 'ampless']"
2023-07-07 12:28:00,wander,"['warned', 'warden']"
2023-07-09 01:26:00,emirates,['steamier']
2023-07-09 01:26:00,threats,['shatter']
2023-07-09 01:26:00,shriek,['hikers']
2023-07-12 12:27:00,scarier,['carries']
2023-07-14 01:21:00,diverse,"['derives', 'deviser', 'revised']"
2023-07-22 10:48:00,naruto,['outran']
2023-07-27 08:13:00,braise,"['serbia', 'rabies']"
2023-07-27 08:13:00,bard,['drab']
2023-08-02 10:46:00,clot,['colt']
2023-08-02 10:46:00,tastier,['attires']
2023-08-14 01:52:00,crumpets,['spectrum']
2023-08-20 10:12:00,static,['attics']
2023-08-23 21:03:00,ucsb,"['usb-c', 'cubs']"
2023-08-28 07:59:00,dishes,['hissed']
2023-09-11 14:25:00,decimal,"['claimed', 'medical']"
2023-09-16 15:57:00,lattes,['latest']
2023-09-21 12:21:00,carousels,['sucralose']
2023-10-03 09:58:00,terrace,"['retrace', 'caterer']"
2023-10-06 19:38:00,fitness,"['finests', 'infests']"
2023-11-30 15:57:00,armrest,['smarter']
2023-12-11 12:27:00,outset,['set-out']
2023-12-21 22:37:00,bechdel,['belched']
2023-12-28 23:39:00,yapper,['prepay']
2023-12-29 12:45:00,darkest,['starked']
2023-12-31 12:22:00,ancients,"['canniest', 'instance']"
2023-12-31 13:50:00,farsi,['fairs']
2024-01-07 10:15:00,dalgona,"['gonadal', 'gondola']"
2024-01-08 22:45:00,duster,"['rudest', 'rusted']"
2024-01-12 22:04:00,ianthe,['hentai']
2024-01-16 15:06:00,oregon,['gooner']
2024-01-18 12:52:00,bin,['nib']
2024-01-25 22:10:00,nativist,['visitant']
2024-01-25 22:10:00,scoop,['coops']
2024-01-26 12:37:00,dipoles,['spoiled']
2024-01-31 19:45:00,mino,['omni']
2024-01-31 19:45:00,transients,['intranets']
2024-01-31 19:45:00,crude,['cured']
2024-02-14 12:34:00,torque,['quoter']
2024-02-18 19:09:00,ocean,['canoe']
2024-02-18 19:09:00,restful,['fluster']
2024-02-21 20:42:00,perfect,['prefect']
2024-02-21 20:42:00,horus,['hours']
2024-02-21 20:42:00,swedish,['swished']
2024-02-21 20:42:00,center,['recent']
2024-02-21 20:42:00,aloof,['loofa']
2024-02-21 20:42:00,oldie,['oiled']
2024-03-10 17:37:00,delta,['dealt']
2024-03-22 19:43:00,hudson,['hounds']
2024-03-24 17:50:00,present,['repents']
2024-03-24 17:50:00,trading,['darting']
2024-03-24 17:50:00,tasking,['skating']
2024-04-11 12:27:00,swine,"['sinew', 'wines']"
2024-04-21 21:17:00,ramune,['manure']
2024-04-28 17:08:00,tensor,"['stoner', 'tenors', 'toners']"
2024-04-28 17:08:00,tenor,['toner']
2024-04-29 13:57:00,recourse,['resource']
2024-05-12 13:57:00,thickset,"['thickest', 'thickets']"
2024-05-19 01:11:00,hotspot,['hotpots']
2024-05-28 17:57:00,technos,['notches']
2024-05-31 16:03:00,lectures,['cruelest']
2024-05-31 16:03:00,rodentia,"['rationed', 'ordinate']"
2024-06-09 12:04:00,gibsons,['bossing']
2024-06-18 18:28:00,ignore,['region']
2024-06-18 18:28:00,interim,['mintier']
2024-07-02 20:21:00,earshots,['hoarsest']
